AsOfDate,SecurityId,Description,Sector,Subsector,Currency
2025-04-02,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-02,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CMBS,USD
2025-04-02,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-02,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-02,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-02,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-02,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-02,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-02,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-04-02,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-02,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-02,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-02,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-02,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-02,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-03,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-03,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-03,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-03,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-03,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-03,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-03,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-03,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-03,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-04-03,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-03,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-03,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-04-03,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-04-03,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-03,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-03,FRH21QB,Residential Financing Bond FRH21QB,Residential,Risk,USD
2025-04-03,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-04-03,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-03,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-03,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-03,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-04-03,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-03,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-03,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-03,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-03,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-03,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-03,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-04-03,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-03,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-03,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-03,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-03,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-03,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-03,GMD24AY,Residential Financing Security GMD24AY,Residential,Carry,USD
2025-04-03,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-03,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CMBS,USD
2025-04-03,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-03,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-03,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-03,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-03,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-03,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-03,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-04-03,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-03,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-03,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-03,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-03,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-03,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-04,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-04,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-04,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-04,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-04,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-04,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-04,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-04,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-04,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-04-04,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-04,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-04,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-04-04,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-04-04,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-04,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-04,FRH21QB,Residential Financing Bond FRH21QB,Residential,Risk,USD
2025-04-04,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-04-04,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-04,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-04,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-04,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-04,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-04,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-04,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-04,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-04,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-04,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-04,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-04-04,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-04,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-04,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-04,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-04,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-04,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-04,GMD24AY,Residential Financing Security GMD24AY,Residential,Carry,USD
2025-04-04,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-04,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CMBS,USD
2025-04-04,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-04,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-04,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-04,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-04,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-04,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-04,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-04-04,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-04,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-04,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-04,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-04,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-04,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-05,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-05,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-05,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-05,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-05,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-05,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-05,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-05,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-05,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-05,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-05,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-05,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-04-05,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-04-05,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-05,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-05,FRH21QB,Residential Financing Bond FRH21QB,Residential,Risk,USD
2025-04-05,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-04-05,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-05,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-05,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-05,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-05,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-05,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-05,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-05,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-05,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-05,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-05,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-04-05,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-05,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-05,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-05,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-05,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-05,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-05,GMD24AY,Residential Financing Security GMD24AY,Residential,Carry,USD
2025-04-05,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-05,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CMBS,USD
2025-04-05,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-05,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-05,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-05,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-05,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-05,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-05,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-05,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-05,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-05,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-05,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-05,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-05,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-06,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-06,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-06,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-06,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-06,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-06,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-06,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-06,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-06,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-06,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-06,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-06,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-04-06,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-06,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-06,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-06,FRH21QB,Residential Financing Bond FRH21QB,Residential,Risk,USD
2025-04-06,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-06,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-06,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-06,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-06,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-06,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-06,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-06,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-06,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-06,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-06,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-06,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-04-06,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-06,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-06,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-06,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-06,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-06,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-06,GMD24AY,Residential Financing Security GMD24AY,Residential,Carry,USD
2025-04-06,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-06,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CMBS,USD
2025-04-06,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-06,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-06,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-06,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-06,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-06,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-06,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-06,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-06,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-06,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-06,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-06,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-06,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-07,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-07,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-07,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-07,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-07,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-07,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-07,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-07,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-07,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-07,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-07,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-07,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-04-07,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-07,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-07,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-07,FRH21QB,Residential Financing Bond FRH21QB,Residential,Risk,USD
2025-04-07,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-07,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-07,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-07,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-07,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-07,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-07,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-07,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-07,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-07,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-07,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-07,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-04-07,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-07,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-07,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-07,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-07,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-07,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-07,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-07,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-07,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CMBS,USD
2025-04-07,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-07,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-07,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-07,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-07,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-07,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-07,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-07,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-07,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-07,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-07,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-07,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-07,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-08,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-08,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-08,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-08,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-08,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-08,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-08,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-08,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-08,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-08,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-08,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-08,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-04-08,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-08,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-08,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-08,FRH21QB,Residential Financing Bond FRH21QB,Residential,Risk,USD
2025-04-08,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-08,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-08,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-08,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-08,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-08,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-08,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-08,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-08,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-08,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-08,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-08,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-04-08,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-08,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-08,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-08,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-08,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-08,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-08,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-08,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-08,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CMBS,USD
2025-04-08,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-08,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-08,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-08,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-08,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-08,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-08,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-08,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-08,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-08,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-08,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-08,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-08,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-09,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-09,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-09,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-09,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-09,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-09,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-09,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-09,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-09,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-09,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-09,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-09,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-04-09,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-09,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-09,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-09,FRH21QB,Residential Financing Bond FRH21QB,Residential,Risk,USD
2025-04-09,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-09,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-09,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
